task_id,department,criticality,urgency,asset_condition,overdue,overdue_days,failure_history,estimated_duration_hours,safety_critical,passenger_impact,priority_score,maintenance_priority_class
TASK-1612,Traction,ROUTINE,NORMAL,GOOD,False,0,0,5.0,0,1,22.468274238215756,LOW
TASK-1613,Traction,HIGH,IMMEDIATE,POOR,False,0,1,7.6,1,1,91.24350389883739,CRITICAL
TASK-1614,S&T,HIGH,HIGH,POOR,False,0,1,6.2,1,1,80.67981119002799,CRITICAL
TASK-1615,Traction,ROUTINE,NORMAL,FAIR,True,4,3,4.5,0,0,40.26808634246142,LOW
TASK-1616,S&T,HIGH,MEDIUM,DEGRADED,True,19,3,5.4,1,1,82.73595757915098,CRITICAL
TASK-1617,Engineering,ROUTINE,NORMAL,GOOD,False,0,3,0.7,0,1,25.018596743060314,LOW
TASK-1618,Engineering,CRITICAL,HIGH,POOR,True,10,3,4.4,1,1,100.0,CRITICAL
TASK-1619,Traction,MEDIUM,NORMAL,GOOD,True,20,3,2.5,0,1,59.55274551148893,MEDIUM
TASK-1620,S&T,CRITICAL,HIGH,POOR,False,0,1,2.1,1,1,98.45817613380223,CRITICAL
TASK-1621,Traction,MEDIUM,MEDIUM,DEGRADED,True,15,1,5.7,0,1,52.77529280703252,MEDIUM
TASK-1622,S&T,LOW,MEDIUM,FAIR,False,0,3,1.4,0,1,18.057916838979,LOW
TASK-1623,Engineering,HIGH,HIGH,POOR,True,14,1,1.8,1,1,100.0,CRITICAL
TASK-1624,Traction,CRITICAL,IMMEDIATE,POOR,False,0,1,8.0,1,1,100.0,CRITICAL
TASK-1625,Traction,MEDIUM,MEDIUM,DEGRADED,True,5,1,5.5,0,1,50.65111087825394,MEDIUM
TASK-1626,Traction,ROUTINE,MEDIUM,GOOD,True,1,1,4.6,0,1,27.7785602868163,LOW
TASK-1627,S&T,MEDIUM,HIGH,DEGRADED,True,32,0,6.9,1,0,82.85253604177258,CRITICAL
TASK-1628,Traction,ROUTINE,NORMAL,FAIR,True,16,3,6.5,0,1,46.93208084872023,MEDIUM
TASK-1629,Traction,LOW,NORMAL,FAIR,False,0,2,1.4,0,0,20.475889145010086,LOW
TASK-1630,Engineering,ROUTINE,NORMAL,FAIR,True,1,1,2.3,0,1,24.120363628597467,LOW
TASK-1631,S&T,LOW,NORMAL,GOOD,True,47,1,3.2,0,0,36.38252983380201,LOW
TASK-1632,Traction,HIGH,MEDIUM,DEGRADED,False,0,2,4.0,1,1,59.87007910986742,MEDIUM
TASK-1633,Traction,ROUTINE,MEDIUM,FAIR,False,0,2,5.1,0,1,33.09944076990899,LOW
TASK-1634,Engineering,ROUTINE,MEDIUM,GOOD,False,0,2,2.8,0,1,27.648616194949177,LOW
TASK-1635,Traction,CRITICAL,IMMEDIATE,POOR,False,0,1,4.4,1,0,94.02181619555158,CRITICAL
TASK-1636,S&T,CRITICAL,HIGH,FAILED,False,0,1,1.1,1,1,89.97218473071857,CRITICAL
TASK-1637,S&T,ROUTINE,NORMAL,GOOD,True,17,1,3.9,0,0,40.93710686005716,LOW
TASK-1638,Traction,CRITICAL,IMMEDIATE,FAILED,False,0,1,3.1,1,1,100.0,CRITICAL
TASK-1639,Traction,HIGH,IMMEDIATE,FAILED,True,4,1,1.9,1,1,100.0,CRITICAL
TASK-1640,Engineering,CRITICAL,HIGH,POOR,False,0,2,4.3,1,1,98.78351593192829,CRITICAL
TASK-1641,Engineering,MEDIUM,NORMAL,GOOD,False,0,2,4.4,0,1,35.49823843918674,LOW
TASK-1642,S&T,ROUTINE,NORMAL,FAIR,False,0,1,1.7,0,1,23.966535250026617,LOW
TASK-1643,Traction,MEDIUM,NORMAL,FAIR,True,3,3,3.1,0,1,35.44888798944072,LOW
TASK-1644,Traction,HIGH,MEDIUM,DEGRADED,False,0,3,6.8,1,0,62.83559862557604,MEDIUM
TASK-1645,S&T,LOW,NORMAL,FAIR,True,8,0,5.3,0,1,25.379565850670566,LOW
TASK-1646,Traction,MEDIUM,MEDIUM,DEGRADED,False,0,2,1.4,0,0,37.191837381914205,LOW
TASK-1647,S&T,HIGH,HIGH,FAILED,True,1,0,4.5,1,1,86.82675298048882,CRITICAL
TASK-1648,Traction,MEDIUM,NORMAL,FAIR,False,0,4,4.9,0,1,38.80890956300629,LOW
TASK-1649,Traction,ROUTINE,NORMAL,FAIR,True,15,1,1.8,0,1,45.851252239855334,MEDIUM
TASK-1650,Traction,CRITICAL,HIGH,FAILED,False,0,2,3.0,1,1,95.10581478589782,CRITICAL
TASK-1651,Traction,MEDIUM,NORMAL,GOOD,False,0,1,6.7,0,1,38.78291692913991,LOW
TASK-1652,Engineering,ROUTINE,NORMAL,GOOD,False,0,2,0.8,0,0,31.091193914531452,LOW
TASK-1653,Traction,HIGH,HIGH,FAILED,False,0,1,2.5,1,0,86.50803508624381,CRITICAL
TASK-1654,Engineering,CRITICAL,IMMEDIATE,FAILED,True,4,2,3.6,1,1,100.0,CRITICAL
TASK-1655,Traction,LOW,NORMAL,GOOD,True,16,0,4.2,0,1,46.35946210969328,MEDIUM
TASK-1656,Traction,CRITICAL,HIGH,FAILED,True,13,4,2.7,1,1,100.0,CRITICAL
TASK-1657,S&T,HIGH,IMMEDIATE,POOR,False,0,2,2.3,1,1,95.21765102093173,CRITICAL
TASK-1658,Traction,CRITICAL,IMMEDIATE,POOR,True,7,1,2.7,1,1,100.0,CRITICAL
TASK-1659,Engineering,LOW,NORMAL,GOOD,True,17,1,1.7,0,0,41.510067766396546,LOW
TASK-1660,S&T,HIGH,IMMEDIATE,POOR,False,0,0,4.0,1,1,89.19684440237253,CRITICAL
TASK-1661,S&T,CRITICAL,HIGH,FAILED,False,0,0,1.6,1,1,96.53490536343119,CRITICAL
TASK-1662,Traction,MEDIUM,HIGH,DEGRADED,True,4,1,6.0,0,0,50.453933187004324,MEDIUM
TASK-1663,S&T,HIGH,IMMEDIATE,POOR,False,0,2,1.5,1,1,88.46029164542502,CRITICAL
TASK-1664,S&T,HIGH,IMMEDIATE,FAILED,False,0,2,4.7,1,1,100.0,CRITICAL
TASK-1665,S&T,MEDIUM,NORMAL,FAIR,True,10,2,4.0,0,0,49.912646401987196,MEDIUM
TASK-1666,S&T,CRITICAL,HIGH,POOR,False,0,1,2.4,1,1,95.02296172351252,CRITICAL
TASK-1667,Engineering,ROUTINE,NORMAL,GOOD,True,7,1,2.7,0,0,18.226866685478043,LOW
TASK-1668,S&T,HIGH,IMMEDIATE,FAILED,False,0,2,3.6,1,1,100.0,CRITICAL
TASK-1669,Engineering,HIGH,MEDIUM,DEGRADED,False,0,1,7.5,1,1,62.123817690479015,MEDIUM
TASK-1670,Traction,HIGH,HIGH,DEGRADED,True,4,1,1.9,1,0,68.98068603718818,HIGH
TASK-1671,Engineering,CRITICAL,IMMEDIATE,POOR,True,37,1,8.0,1,1,100.0,CRITICAL
TASK-1672,S&T,CRITICAL,IMMEDIATE,POOR,False,0,1,7.1,1,1,100.0,CRITICAL
TASK-1673,S&T,ROUTINE,NORMAL,GOOD,False,0,2,1.2,0,1,31.550553399652053,LOW
TASK-1674,S&T,HIGH,HIGH,FAILED,False,0,0,3.9,1,1,85.16165116397788,CRITICAL
TASK-1675,Engineering,LOW,NORMAL,FAIR,True,1,1,4.9,0,1,25.8571993324742,LOW
TASK-1676,Engineering,MEDIUM,NORMAL,GOOD,False,0,0,2.6,0,1,37.122479106234735,LOW
TASK-1677,Traction,HIGH,IMMEDIATE,POOR,True,11,2,2.6,1,1,100.0,CRITICAL
TASK-1678,Engineering,LOW,NORMAL,GOOD,False,0,1,3.7,0,1,19.381343486142892,LOW
TASK-1679,S&T,MEDIUM,MEDIUM,DEGRADED,False,0,2,6.2,1,1,43.38158491337585,LOW
TASK-1680,S&T,LOW,NORMAL,GOOD,True,3,0,3.5,0,1,21.450318527766697,LOW
TASK-1681,Traction,CRITICAL,HIGH,FAILED,False,0,0,2.0,1,0,100.0,CRITICAL
TASK-1682,Traction,HIGH,MEDIUM,DEGRADED,False,0,2,1.1,1,0,58.399082806563975,MEDIUM
TASK-1683,Traction,HIGH,HIGH,POOR,True,24,0,6.2,1,1,96.40759740120055,CRITICAL
TASK-1684,S&T,HIGH,IMMEDIATE,FAILED,False,0,4,5.6,1,1,98.5358520134096,CRITICAL
TASK-1685,Engineering,ROUTINE,NORMAL,FAIR,False,0,2,7.8,0,1,19.41929241709328,LOW
TASK-1686,S&T,MEDIUM,MEDIUM,DEGRADED,True,13,1,6.5,1,1,76.98326134383048,HIGH
TASK-1687,S&T,CRITICAL,IMMEDIATE,FAILED,True,7,1,7.5,1,1,100.0,CRITICAL
TASK-1688,Engineering,ROUTINE,NORMAL,FAIR,True,2,2,5.0,0,0,31.77661901062128,LOW
TASK-1689,S&T,CRITICAL,HIGH,FAILED,False,0,1,0.8,1,1,90.27948591908793,CRITICAL
TASK-1690,Engineering,ROUTINE,MEDIUM,FAIR,True,6,0,5.9,0,1,37.5793637234548,LOW
TASK-1691,S&T,CRITICAL,IMMEDIATE,FAILED,True,4,3,3.9,1,1,100.0,CRITICAL
TASK-1692,Traction,HIGH,IMMEDIATE,FAILED,False,0,1,1.5,1,0,92.9752028994793,CRITICAL
TASK-1693,Traction,HIGH,HIGH,DEGRADED,False,0,0,1.7,1,1,80.2103482646394,CRITICAL
TASK-1694,Traction,HIGH,HIGH,DEGRADED,False,0,0,5.0,1,0,70.98958333671038,HIGH
TASK-1695,Traction,HIGH,HIGH,FAILED,False,0,4,4.5,1,1,85.83664355130173,CRITICAL
TASK-1696,Traction,HIGH,IMMEDIATE,FAILED,False,0,1,2.7,1,1,92.17899964288378,CRITICAL
TASK-1697,Engineering,HIGH,HIGH,DEGRADED,True,19,0,3.0,1,1,96.60530869176733,CRITICAL
TASK-1698,Engineering,CRITICAL,IMMEDIATE,POOR,False,0,2,4.9,1,1,100.0,CRITICAL
TASK-1699,Traction,ROUTINE,NORMAL,GOOD,True,11,1,5.0,0,1,38.21932858520208,LOW
TASK-1700,S&T,HIGH,IMMEDIATE,FAILED,False,0,2,4.8,1,1,87.9082611997446,CRITICAL
TASK-1701,Traction,ROUTINE,NORMAL,GOOD,True,5,0,4.9,0,1,23.278379814084644,LOW
TASK-1702,Engineering,CRITICAL,IMMEDIATE,FAILED,False,0,0,5.2,1,1,93.84765990437771,CRITICAL
TASK-1703,Traction,CRITICAL,HIGH,POOR,True,17,1,1.6,1,1,100.0,CRITICAL
TASK-1704,Traction,ROUTINE,NORMAL,FAIR,False,0,1,0.7,0,0,27.89474199618334,LOW
TASK-1705,Traction,LOW,NORMAL,GOOD,False,0,0,1.9,0,0,17.512137508453932,LOW
TASK-1706,S&T,MEDIUM,HIGH,DEGRADED,True,19,1,3.6,1,1,83.44364001504918,CRITICAL
TASK-1707,S&T,ROUTINE,NORMAL,FAIR,True,11,3,3.6,0,1,49.49295502313053,MEDIUM
TASK-1708,Traction,HIGH,HIGH,POOR,True,12,2,7.0,1,0,100.0,CRITICAL
TASK-1709,Traction,MEDIUM,NORMAL,GOOD,True,19,2,5.8,0,1,56.72110176170173,MEDIUM
TASK-1710,Traction,MEDIUM,NORMAL,FAIR,False,0,1,4.7,0,1,37.269457761479416,LOW
TASK-1711,Traction,HIGH,IMMEDIATE,POOR,False,0,2,4.4,1,0,90.7306004317395,CRITICAL
TASK-1712,S&T,LOW,NORMAL,FAIR,False,0,0,3.9,0,1,23.377549988398926,LOW
TASK-1713,Traction,MEDIUM,HIGH,DEGRADED,False,0,2,4.6,0,0,39.7029333702687,LOW
TASK-1714,Traction,MEDIUM,MEDIUM,DEGRADED,True,4,2,5.1,0,1,44.062815123445695,LOW
TASK-1715,Engineering,MEDIUM,NORMAL,FAIR,False,0,2,2.6,0,0,36.44541939075371,LOW
TASK-1716,S&T,ROUTINE,NORMAL,FAIR,True,20,0,7.6,0,0,38.2291062223215,LOW
TASK-1717,S&T,HIGH,MEDIUM,DEGRADED,True,20,3,5.8,1,0,79.69394074073846,HIGH
TASK-1718,Traction,HIGH,HIGH,POOR,True,2,2,2.9,1,1,91.72605767305741,CRITICAL
TASK-1719,S&T,CRITICAL,IMMEDIATE,FAILED,True,11,0,7.5,1,1,100.0,CRITICAL
TASK-1720,Traction,HIGH,MEDIUM,DEGRADED,False,0,1,2.7,1,1,71.72597537138466,HIGH
TASK-1721,Traction,CRITICAL,IMMEDIATE,FAILED,True,1,1,3.3,1,0,100.0,CRITICAL
TASK-1722,S&T,MEDIUM,HIGH,DEGRADED,True,20,1,7.7,1,0,86.196745571158,CRITICAL
TASK-1723,Engineering,MEDIUM,MEDIUM,DEGRADED,True,4,1,0.8,0,1,41.475388938213364,LOW
TASK-1724,Traction,LOW,NORMAL,GOOD,True,11,1,3.1,0,0,35.646797848999434,LOW
TASK-1725,S&T,HIGH,HIGH,DEGRADED,False,0,1,6.1,1,1,76.29344255732813,HIGH
TASK-1726,Engineering,MEDIUM,NORMAL,FAIR,False,0,1,6.7,0,1,30.50409113786283,LOW
TASK-1727,S&T,HIGH,HIGH,FAILED,False,0,1,5.7,1,1,87.52113969564203,CRITICAL
TASK-1728,Engineering,MEDIUM,NORMAL,GOOD,True,3,3,5.1,0,1,35.577329747590156,LOW
TASK-1729,Traction,LOW,NORMAL,FAIR,True,20,0,2.3,0,1,33.10598347707387,LOW
TASK-1730,Traction,CRITICAL,IMMEDIATE,FAILED,True,20,2,2.2,1,1,100.0,CRITICAL
TASK-1731,Engineering,ROUTINE,NORMAL,GOOD,False,0,0,1.3,0,0,29.158111423291935,LOW
TASK-1732,S&T,HIGH,IMMEDIATE,POOR,False,0,2,1.3,1,0,90.65098320962069,CRITICAL
TASK-1733,Engineering,MEDIUM,MEDIUM,GOOD,False,0,1,7.7,0,0,42.182577917522174,LOW
TASK-1734,Engineering,HIGH,IMMEDIATE,POOR,True,17,0,5.4,1,1,95.8124677930131,CRITICAL
TASK-1735,S&T,CRITICAL,HIGH,POOR,False,0,2,5.4,1,0,97.8589808861783,CRITICAL
TASK-1736,S&T,HIGH,HIGH,DEGRADED,False,0,3,2.6,1,0,73.30347492768365,HIGH
TASK-1737,Engineering,LOW,NORMAL,GOOD,False,0,3,5.4,0,1,26.890870423847176,LOW
TASK-1738,Engineering,CRITICAL,IMMEDIATE,FAILED,False,0,1,6.0,1,1,100.0,CRITICAL
TASK-1739,Engineering,ROUTINE,MEDIUM,FAIR,True,33,1,3.6,0,1,49.783679194179676,MEDIUM
TASK-1740,Engineering,ROUTINE,NORMAL,GOOD,True,22,0,8.0,0,0,38.583909805273834,LOW
TASK-1741,S&T,CRITICAL,IMMEDIATE,POOR,False,0,1,1.9,1,1,100.0,CRITICAL
TASK-1742,Traction,HIGH,MEDIUM,DEGRADED,False,0,1,7.1,1,1,63.01472025155056,MEDIUM
TASK-1743,Engineering,MEDIUM,HIGH,DEGRADED,True,10,2,4.8,0,1,69.52916533147356,HIGH
TASK-1744,Engineering,MEDIUM,HIGH,DEGRADED,True,22,1,2.6,0,0,63.50252389916179,MEDIUM
TASK-1745,Traction,HIGH,HIGH,FAILED,False,0,0,4.4,1,1,78.76353677484923,HIGH
TASK-1746,Engineering,CRITICAL,HIGH,FAILED,True,6,1,4.0,1,1,100.0,CRITICAL
TASK-1747,Engineering,ROUTINE,NORMAL,GOOD,True,9,2,3.0,0,1,40.389892618197784,LOW
TASK-1748,Traction,CRITICAL,IMMEDIATE,POOR,False,0,2,5.4,1,1,100.0,CRITICAL
TASK-1749,Traction,ROUTINE,NORMAL,FAIR,True,35,1,0.6,0,1,47.921283225980865,MEDIUM
TASK-1750,S&T,MEDIUM,MEDIUM,DEGRADED,False,0,3,4.8,1,1,54.63249509100017,MEDIUM
TASK-1751,Engineering,ROUTINE,NORMAL,FAIR,True,3,2,5.1,0,0,26.057619599448202,LOW
TASK-1752,Traction,CRITICAL,HIGH,POOR,True,4,0,6.7,1,1,100.0,CRITICAL
TASK-1753,Traction,MEDIUM,MEDIUM,DEGRADED,False,0,4,1.2,0,1,46.50747390962357,MEDIUM
TASK-1754,Traction,ROUTINE,NORMAL,GOOD,False,0,3,1.9,0,0,26.489066465466536,LOW
TASK-1755,Engineering,HIGH,IMMEDIATE,POOR,True,5,0,2.9,1,1,94.19569618886572,CRITICAL
TASK-1756,Engineering,ROUTINE,NORMAL,GOOD,True,9,1,2.5,0,1,29.176163584072405,LOW
TASK-1757,Engineering,HIGH,IMMEDIATE,POOR,False,0,1,6.2,1,1,93.24774094799038,CRITICAL
TASK-1758,S&T,HIGH,MEDIUM,DEGRADED,True,20,4,4.9,1,1,88.13276676899734,CRITICAL
TASK-1759,Traction,ROUTINE,NORMAL,GOOD,True,18,2,2.5,0,1,43.83117609301173,LOW
TASK-1760,S&T,LOW,NORMAL,FAIR,False,0,1,1.0,0,0,29.273282394146108,LOW
TASK-1761,Engineering,CRITICAL,HIGH,POOR,False,0,1,2.8,1,1,85.67996916026318,CRITICAL
TASK-1762,S&T,CRITICAL,IMMEDIATE,FAILED,False,0,2,7.4,1,0,98.78031652673702,CRITICAL
TASK-1763,Traction,MEDIUM,HIGH,DEGRADED,True,9,0,5.7,0,1,53.84847151072778,MEDIUM
TASK-1764,Traction,HIGH,MEDIUM,DEGRADED,False,0,1,3.3,1,1,63.50028412755645,MEDIUM
TASK-1765,Engineering,ROUTINE,MEDIUM,FAIR,True,19,2,7.7,0,0,44.627821758300406,LOW
TASK-1766,S&T,ROUTINE,NORMAL,FAIR,False,0,2,3.9,0,1,25.206201242033647,LOW
TASK-1767,Traction,HIGH,HIGH,DEGRADED,True,13,0,3.6,1,0,83.56831786445073,CRITICAL
TASK-1768,Traction,HIGH,IMMEDIATE,POOR,True,8,1,6.2,1,0,100.0,CRITICAL
TASK-1769,Traction,ROUTINE,NORMAL,FAIR,True,3,0,6.2,0,0,32.50649165888794,LOW
TASK-1770,Traction,HIGH,HIGH,FAILED,True,2,2,7.0,1,0,94.94559089386328,CRITICAL
TASK-1771,Engineering,CRITICAL,IMMEDIATE,FAILED,False,0,3,3.9,1,1,100.0,CRITICAL
TASK-1772,Traction,MEDIUM,MEDIUM,DEGRADED,True,13,0,1.1,0,1,59.2440654823581,MEDIUM
TASK-1773,Traction,ROUTINE,NORMAL,GOOD,False,0,1,1.0,0,1,15.247220178285083,LOW
TASK-1774,Traction,CRITICAL,HIGH,FAILED,False,0,3,2.0,1,0,100.0,CRITICAL
TASK-1775,Traction,ROUTINE,NORMAL,FAIR,False,0,0,1.7,0,1,22.16108345379627,LOW
TASK-1776,Traction,HIGH,IMMEDIATE,POOR,False,0,0,1.4,1,0,94.83913012012601,CRITICAL
TASK-1777,Engineering,CRITICAL,IMMEDIATE,FAILED,False,0,1,4.2,1,0,100.0,CRITICAL
TASK-1778,Traction,HIGH,IMMEDIATE,POOR,True,11,1,6.6,1,1,100.0,CRITICAL
TASK-1779,S&T,ROUTINE,NORMAL,FAIR,False,0,1,4.3,0,1,21.379893063050016,LOW
TASK-1780,S&T,HIGH,IMMEDIATE,FAILED,False,0,1,0.9,1,0,98.88941633791617,CRITICAL
TASK-1781,S&T,HIGH,HIGH,DEGRADED,False,0,0,5.9,1,1,64.23253787007609,MEDIUM
TASK-1782,S&T,MEDIUM,HIGH,DEGRADED,False,0,3,6.6,1,1,72.62638045218519,HIGH
TASK-1783,Traction,MEDIUM,NORMAL,FAIR,True,13,2,4.8,0,1,55.32954668957414,MEDIUM
TASK-1784,Engineering,CRITICAL,IMMEDIATE,POOR,False,0,2,3.1,1,1,100.0,CRITICAL
TASK-1785,Engineering,HIGH,HIGH,FAILED,False,0,3,8.0,1,0,89.76557301715654,CRITICAL
TASK-1786,Engineering,HIGH,IMMEDIATE,POOR,False,0,1,0.7,1,1,98.14995184219342,CRITICAL
TASK-1787,S&T,LOW,NORMAL,FAIR,True,33,1,6.3,0,1,47.99668390464125,MEDIUM
TASK-1788,Traction,CRITICAL,HIGH,POOR,True,3,2,3.3,1,1,100.0,CRITICAL
TASK-1789,S&T,CRITICAL,HIGH,POOR,False,0,0,7.0,1,1,92.51545184311874,CRITICAL
TASK-1790,S&T,CRITICAL,HIGH,POOR,False,0,2,1.1,1,1,92.82144377571666,CRITICAL
TASK-1791,Traction,CRITICAL,IMMEDIATE,FAILED,False,0,1,1.5,1,1,96.57051061133332,CRITICAL
TASK-1792,S&T,MEDIUM,NORMAL,GOOD,True,30,1,1.8,0,1,53.451232828335165,MEDIUM
TASK-1793,Traction,CRITICAL,IMMEDIATE,POOR,False,0,2,4.5,1,1,100.0,CRITICAL
TASK-1794,Traction,ROUTINE,NORMAL,FAIR,False,0,1,6.8,0,0,24.833858630920897,LOW
TASK-1795,Engineering,HIGH,MEDIUM,DEGRADED,False,0,1,4.0,1,0,62.27631297939509,MEDIUM
TASK-1796,Traction,CRITICAL,HIGH,FAILED,True,10,3,3.7,1,0,100.0,CRITICAL
TASK-1797,S&T,MEDIUM,NORMAL,FAIR,False,0,4,2.4,0,1,38.109328710911115,LOW
TASK-1798,S&T,LOW,NORMAL,FAIR,False,0,1,2.6,0,1,20.948390022480726,LOW
TASK-1799,Traction,ROUTINE,NORMAL,GOOD,True,19,2,0.7,0,1,44.07254499631327,LOW
TASK-1800,Traction,HIGH,HIGH,POOR,True,10,4,5.1,1,0,100.0,CRITICAL
TASK-1801,Engineering,ROUTINE,NORMAL,FAIR,True,24,1,2.0,0,0,43.915840948794504,LOW
TASK-1802,Engineering,CRITICAL,IMMEDIATE,FAILED,False,0,1,0.8,1,1,97.99248501745961,CRITICAL
TASK-1803,Traction,LOW,MEDIUM,GOOD,True,5,0,2.3,0,1,31.143425109658512,LOW
TASK-1804,Engineering,HIGH,HIGH,POOR,True,10,0,3.8,1,1,95.09729127759442,CRITICAL
TASK-1805,Traction,MEDIUM,NORMAL,FAIR,False,0,3,6.2,0,1,29.294676433492157,LOW
TASK-1806,Engineering,ROUTINE,NORMAL,FAIR,False,0,0,4.3,0,1,11.87109200962408,LOW
TASK-1807,S&T,LOW,NORMAL,FAIR,True,23,4,6.6,0,1,51.25637522059344,MEDIUM
TASK-1808,Traction,HIGH,HIGH,FAILED,False,0,0,2.9,1,1,86.10746653566416,CRITICAL
TASK-1809,Traction,MEDIUM,MEDIUM,DEGRADED,True,7,1,2.3,0,1,47.705625343209384,MEDIUM
TASK-1810,Engineering,CRITICAL,IMMEDIATE,FAILED,False,0,1,2.2,1,1,100.0,CRITICAL
TASK-1811,S&T,MEDIUM,MEDIUM,DEGRADED,False,0,2,1.0,1,1,49.84891640553864,MEDIUM
TASK-1812,Traction,ROUTINE,NORMAL,FAIR,True,10,5,5.2,0,0,50.95373058012623,MEDIUM
TASK-1813,S&T,CRITICAL,HIGH,FAILED,False,0,1,4.2,1,0,100.0,CRITICAL
TASK-1814,S&T,CRITICAL,IMMEDIATE,POOR,False,0,2,6.4,1,1,94.50738484967714,CRITICAL
TASK-1815,S&T,HIGH,IMMEDIATE,POOR,False,0,0,3.6,1,0,85.31441477380633,CRITICAL
TASK-1816,S&T,CRITICAL,HIGH,POOR,False,0,0,1.9,1,0,85.85246220558992,CRITICAL
TASK-1817,Traction,CRITICAL,IMMEDIATE,POOR,False,0,4,2.3,1,1,100.0,CRITICAL
TASK-1818,Engineering,HIGH,HIGH,DEGRADED,False,0,0,6.9,1,1,67.20956824931663,HIGH
TASK-1819,Engineering,HIGH,HIGH,POOR,False,0,4,7.4,1,0,93.29011194057907,CRITICAL
TASK-1820,Traction,HIGH,IMMEDIATE,POOR,False,0,1,7.8,1,1,96.94974519984271,CRITICAL
TASK-1821,Traction,CRITICAL,HIGH,FAILED,False,0,2,1.5,1,1,98.94566431482514,CRITICAL
TASK-1822,Engineering,MEDIUM,MEDIUM,DEGRADED,False,0,2,2.0,0,0,39.0801264114758,LOW
TASK-1823,Traction,LOW,MEDIUM,GOOD,False,0,0,7.4,0,1,19.35968722596153,LOW
TASK-1824,S&T,ROUTINE,NORMAL,GOOD,True,8,1,4.5,0,1,43.00715049633244,LOW
TASK-1825,Engineering,ROUTINE,NORMAL,GOOD,True,6,1,2.5,0,1,32.13252676057644,LOW
TASK-1826,Traction,CRITICAL,IMMEDIATE,FAILED,False,0,2,5.0,1,0,100.0,CRITICAL
TASK-1827,Engineering,ROUTINE,NORMAL,FAIR,False,0,3,6.5,0,0,23.856727365417335,LOW
TASK-1828,Traction,HIGH,IMMEDIATE,FAILED,True,15,1,2.1,1,1,100.0,CRITICAL
TASK-1829,Engineering,MEDIUM,MEDIUM,DEGRADED,True,1,3,2.8,0,0,37.10743629317702,LOW
TASK-1830,Engineering,ROUTINE,NORMAL,FAIR,False,0,1,7.5,0,1,25.21186295820784,LOW
TASK-1831,Traction,ROUTINE,NORMAL,GOOD,True,44,1,6.1,0,1,36.633359838885525,LOW
TASK-1832,S&T,LOW,NORMAL,FAIR,False,0,0,5.7,0,1,28.335063526785355,LOW
TASK-1833,Traction,LOW,NORMAL,FAIR,True,10,1,3.5,0,1,35.65323947636621,LOW
TASK-1834,Engineering,CRITICAL,IMMEDIATE,FAILED,True,14,1,2.9,1,1,100.0,CRITICAL
TASK-1835,S&T,CRITICAL,IMMEDIATE,POOR,False,0,0,4.0,1,0,100.0,CRITICAL
TASK-1836,Traction,MEDIUM,MEDIUM,DEGRADED,False,0,1,2.8,0,1,34.995630218725125,LOW
TASK-1837,S&T,HIGH,IMMEDIATE,FAILED,True,4,2,7.1,1,0,100.0,CRITICAL
TASK-1838,S&T,ROUTINE,MEDIUM,GOOD,False,0,2,6.5,0,0,32.62068279657249,LOW
TASK-1839,Traction,CRITICAL,HIGH,POOR,False,0,1,6.2,1,1,85.68615112150718,CRITICAL
TASK-1840,S&T,ROUTINE,NORMAL,FAIR,True,4,2,3.3,0,1,36.78670233373087,LOW
TASK-1841,S&T,ROUTINE,NORMAL,GOOD,False,0,1,4.7,0,1,28.963274441420257,LOW
TASK-1842,Engineering,MEDIUM,NORMAL,FAIR,True,10,0,0.6,0,0,46.3939990619273,MEDIUM
TASK-1843,Traction,CRITICAL,IMMEDIATE,FAILED,False,0,0,4.8,1,1,100.0,CRITICAL
TASK-1844,S&T,MEDIUM,MEDIUM,DEGRADED,False,0,1,1.6,1,1,58.168621391680965,MEDIUM
TASK-1845,S&T,ROUTINE,MEDIUM,FAIR,False,0,1,3.3,0,1,33.85737391070461,LOW
TASK-1846,Engineering,HIGH,IMMEDIATE,POOR,True,16,3,4.6,1,1,100.0,CRITICAL
TASK-1847,Traction,MEDIUM,MEDIUM,DEGRADED,False,0,0,2.4,0,0,37.68487848471871,LOW
TASK-1848,S&T,CRITICAL,IMMEDIATE,POOR,False,0,0,4.0,1,0,95.11876774272733,CRITICAL
TASK-1849,Traction,MEDIUM,HIGH,DEGRADED,True,6,1,1.8,0,1,54.47264985376066,MEDIUM
TASK-1850,Traction,CRITICAL,HIGH,FAILED,False,0,3,4.2,1,1,98.19331001778897,CRITICAL
TASK-1851,Traction,ROUTINE,NORMAL,GOOD,True,17,6,4.4,0,1,45.437461128029824,MEDIUM
TASK-1852,Engineering,ROUTINE,NORMAL,GOOD,False,0,1,6.2,0,0,20.536846898348973,LOW
TASK-1853,S&T,ROUTINE,NORMAL,FAIR,True,20,2,6.8,0,1,42.481869635509995,LOW
TASK-1854,Engineering,LOW,NORMAL,GOOD,False,0,1,5.8,0,1,21.66064309150259,LOW
TASK-1855,Engineering,LOW,NORMAL,FAIR,True,6,1,4.3,0,1,31.09540813889884,LOW
TASK-1856,S&T,ROUTINE,NORMAL,GOOD,False,0,1,5.1,0,1,30.422624173017258,LOW
TASK-1857,Traction,CRITICAL,IMMEDIATE,FAILED,False,0,1,7.3,1,1,100.0,CRITICAL
TASK-1858,Traction,CRITICAL,HIGH,POOR,False,0,1,0.6,1,0,81.11016133902656,CRITICAL
